bisonID,basisOfRecord,catalogNumber,collectorNumber,recordedBy,providerID,institutionCode,resourceID,ownerInstitutionCollectionCode,eventDate,year,verbatimEventDate,providedScientificName,scientificName,ITISscientificName,providedCommonName,ITIScommonName,ITIStsn,validAcceptedITIStsn,providedTSN,decimalLatitude,decimalLongitude,geodeticDatum,coordinatePrecision,coordinateUncertaintyInMeters,verbatimElevation,verbatimDepth,centroid,higherGeographyID,computedCountyFips,providedCounty,calculatedCounty,providedState,calculatedState,mrgid,calculated_waterbody,establishmentMeans,countryCode,institutionID,collectionID,relatedResourceID,associatedMedia,associatedReferences,generalComments,license
63086517,fossil,195598,,,108,"Marine Science Institute, UCSB","108,563",Paleobiology Database,,,,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,32.900001525878906,-117.0999984741211,,,,,,,,06073,San Diego,San Diego County,California,California,,,AK,US,http://msi.ucsb.edu,http://paleodb.org,,,,,CC_BY_4_0
63086591,fossil,195690,,,108,"Marine Science Institute, UCSB","108,563",Paleobiology Database,,,,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,32.900001525878906,-117.0999984741211,,,,,,,,06073,San Diego,San Diego County,California,California,,,AK,US,http://msi.ucsb.edu,http://paleodb.org,,,,,CC_BY_4_0
63086607,fossil,195721,,,108,"Marine Science Institute, UCSB","108,563",Paleobiology Database,,,,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,32.900001525878906,-117.0999984741211,,,,,,,,06073,San Diego,San Diego County,California,California,,,AK,US,http://msi.ucsb.edu,http://paleodb.org,,,,,CC_BY_4_0
63101084,fossil,196637,,,108,"Marine Science Institute, UCSB","108,563",Paleobiology Database,,,,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,34.79999923706055,-117.0,,,,,,,,06071,San Bernardino,San Bernardino County,California,California,,,AK,US,http://msi.ucsb.edu,http://paleodb.org,,,,,CC_BY_4_0
68853905,specimen,129338,,C. C. Tyles,49,Field Museum,"49,202125",Field Museum of Natural History (Zoology) Mammal Collection,,,,"Puma concolor subsp. stanleyana (Goldman, 1938)",Puma concolor stanleyana,Puma concolor couguar,,eastern cougar;eastern puma,552791,622093,,,,,,,,,,,,Duvall Co,,Texas,,,,,US,http://www.fieldmuseum.org/,http://fieldmuseum.org/explore/department/zoology/mammals/collections,,,,,CC0_1_0
68558533,specimen,154390,4520,"Collector(s): Carl B. Koford, G. W. Carroll",124,Museum of Vertebrate Zoology,"124,202753",MVZ Mammal Collection (Arctos),,,1969,"Puma concolor subsp. kaibabensis (Nelson & Goldman, 1931)",Puma concolor kaibabensis,Puma concolor couguar,,eastern cougar;eastern puma,552786,622093,,,,,,,,,,,,,,Nevada,,,,,US,http://mvz.berkeley.edu,http://mvz.berkeley.edu/Mammal_Collection.html,,,,,CC0_1_0
68558841,specimen,154377,4507,"Collector(s): Carl B. Koford, G. W. Carroll",124,Museum of Vertebrate Zoology,"124,202753",MVZ Mammal Collection (Arctos),1969-03-18T01:00Z,1969,18 Mar 1969,"Puma concolor subsp. kaibabensis (Nelson & Goldman, 1931)",Puma concolor kaibabensis,Puma concolor couguar,,eastern cougar;eastern puma,552786,622093,,,,,,,,,,,,White Pine County,,Nevada,,,,,US,http://mvz.berkeley.edu,http://mvz.berkeley.edu/Mammal_Collection.html,,,,,CC0_1_0
68558890,specimen,154382,4512,"Collector(s): Carl B. Koford, G. W. Carroll",124,Museum of Vertebrate Zoology,"124,202753",MVZ Mammal Collection (Arctos),1968-10-03T01:00Z,1968,3 Oct 1968,"Puma concolor subsp. kaibabensis (Nelson & Goldman, 1931)",Puma concolor kaibabensis,Puma concolor couguar,,eastern cougar;eastern puma,552786,622093,,,,,,,,,,,,White Pine County,,Nevada,,,,,US,http://mvz.berkeley.edu,http://mvz.berkeley.edu/Mammal_Collection.html,,,,,CC0_1_0
68558910,specimen,154397,4527,"Collector(s): Carl B. Koford, G. W. Carroll",124,Museum of Vertebrate Zoology,"124,202753",MVZ Mammal Collection (Arctos),,,1969,"Puma concolor subsp. kaibabensis (Nelson & Goldman, 1931)",Puma concolor kaibabensis,Puma concolor couguar,,eastern cougar;eastern puma,552786,622093,,,,,,,,,,,,,,Nevada,,,,,US,http://mvz.berkeley.edu,http://mvz.berkeley.edu/Mammal_Collection.html,,,,,CC0_1_0
68558938,specimen,154392,4522,"Collector(s): Carl B. Koford, G. W. Carroll",124,Museum of Vertebrate Zoology,"124,202753",MVZ Mammal Collection (Arctos),,,1969,"Puma concolor subsp. kaibabensis (Nelson & Goldman, 1931)",Puma concolor kaibabensis,Puma concolor couguar,,eastern cougar;eastern puma,552786,622093,,,,,,,,,,,,,,Nevada,,,,,US,http://mvz.berkeley.edu,http://mvz.berkeley.edu/Mammal_Collection.html,,,,,CC0_1_0
68559076,specimen,154380,4510,"Collector(s): Carl B. Koford, G. W. Carroll",124,Museum of Vertebrate Zoology,"124,202753",MVZ Mammal Collection (Arctos),1968-01-26T01:00Z,1968,26 Jan 1968,"Puma concolor subsp. kaibabensis (Nelson & Goldman, 1931)",Puma concolor kaibabensis,Puma concolor couguar,,eastern cougar;eastern puma,552786,622093,,,,,,,,,,,,White Pine County,,Nevada,,,,,US,http://mvz.berkeley.edu,http://mvz.berkeley.edu/Mammal_Collection.html,,,,,CC0_1_0
68970934,specimen,18583,,[no agent data],120,"Museum of Comparative Zoology, Harvard University","120,202122","Museum of Comparative Zoology, Harvard University",,,[no verbatim date data],"Felis concolor subsp. hippolestes Merriam, 1897",Felis concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,203560,622093,,,,,,,,,,,,,,Utah,,,,,US,http://www.mcz.harvard.edu/,http://mczbase.mcz.harvard.edu/,,,,,CC_BY_NC_4_0
68973290,specimen,18585,,[no agent data],120,"Museum of Comparative Zoology, Harvard University","120,202122","Museum of Comparative Zoology, Harvard University",,,[no verbatim date data],"Felis concolor subsp. hippolestes Merriam, 1897",Felis concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,203560,622093,,,,,,,,,,,,,,Utah,,,,,US,http://www.mcz.harvard.edu/,http://mczbase.mcz.harvard.edu/,,,,,CC_BY_NC_4_0
69023740,specimen,18582,,[no agent data],120,"Museum of Comparative Zoology, Harvard University","120,202122","Museum of Comparative Zoology, Harvard University",1917-01-29T01:00Z,1917,Migrated as 29-Jan-1917,"Felis concolor subsp. hippolestes Merriam, 1897",Felis concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,203560,622093,,,,,,,,,,,,,,Utah,,,,,US,http://www.mcz.harvard.edu/,http://mczbase.mcz.harvard.edu/,,,,,CC_BY_NC_4_0
68473323,specimen,BANGS-6978,,[no agent data],120,"Museum of Comparative Zoology, Harvard University","120,202122","Museum of Comparative Zoology, Harvard University",1896-12-12T01:00Z,1896,Migrated as 12-Dec-1896,"Felis concolor subsp. oregonensis Rafinesque, 1832",Felis concolor oregonensis,Puma concolor couguar,,eastern cougar;eastern puma,203567,622093,,,,,,,,,,,,,,British Columbia,,,,,CA,http://www.mcz.harvard.edu/,http://mczbase.mcz.harvard.edu/,,,,,CC_BY_NC_4_0
82378340,specimen,M-18068,2734,C. L. Free,305,American Museum of Natural History,"305,202817",AMNH Mammal Collections,,,,"Puma concolor subsp. oregonensis (Rafinesque, 1832)",Puma concolor oregonensis,Puma concolor couguar,,eastern cougar;eastern puma,552789,622093,,,,,,,,,,,,,,Washington,,,,,US,http://www.amnh.org/our-research/vertebrate-zoology,http://www.amnh.org/our-research/vertebrate-zoology/mammalogy,,,,,CC0_1_0
82779327,specimen,303,,Ward's Natural Science Establishment,49,Field Museum,"49,202125",Field Museum of Natural History (Zoology) Mammal Collection,,,,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,,,Colorado,,,,,US,http://www.fieldmuseum.org/,http://fieldmuseum.org/explore/department/zoology/mammals/collections,,,,,CC0_1_0
82780806,specimen,26429,RB3027,R. Bandar,27,California Academy of Sciences,"27,202127",CAS Mammalogy (MAM),1980-01-01T01:00Z,1980,1980,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,,,Colorado,,,,,US,http://www.calacademy.org,http://www.calacademy.org/scientists/ornithology-mammalogy-collection,,,,,CC0_1_0
82783127,specimen,306,,Ward's Natural Science Establishment,49,Field Museum,"49,202125",Field Museum of Natural History (Zoology) Mammal Collection,,,,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,,,Colorado,,,,,US,http://www.fieldmuseum.org/,http://fieldmuseum.org/explore/department/zoology/mammals/collections,,,,,CC0_1_0
82783326,specimen,305,,Ward's Natural Science Establishment,49,Field Museum,"49,202125",Field Museum of Natural History (Zoology) Mammal Collection,,,,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,,,Colorado,,,,,US,http://www.fieldmuseum.org/,http://fieldmuseum.org/explore/department/zoology/mammals/collections,,,,,CC0_1_0
82783373,specimen,304,,Ward's Natural Science Establishment,49,Field Museum,"49,202125",Field Museum of Natural History (Zoology) Mammal Collection,,,,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,,,Colorado,,,,,US,http://www.fieldmuseum.org/,http://fieldmuseum.org/explore/department/zoology/mammals/collections,,,,,CC0_1_0
82711574,specimen,114802,MZ1922,,183,University of Michigan Museum of Zoology,"183,202375",UMMZ Mammal Collection,,,,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,,,Colorado,,,,,US,http://www.ummz.umich.edu/index.html,,,,,,CC0_1_0
82135338,specimen,2700,,Collector(s): Denver Zoo,528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),,,1916,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Denver County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82139518,specimen,8103,,Collector(s): Nancy Hendler,528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),1990-10-14T01:00Z,1990,14 October 1990,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Jefferson County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82142951,specimen,1693,A.H.B. 266,Collector(s): Denver Zoo,528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),1915-12-15T01:00Z,1915,15 December 1915,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Denver County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82143828,specimen,3207,,Collector(s): Denver Zoo,528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),1938-04-11T01:00Z,1938,11 April 1938,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Denver County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82181893,specimen,109,,Collector(s): Denver Zoo,528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),1910-01-10T01:00Z,1910,10 January 1910,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Denver County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82185144,specimen,2874,,Collector(s): Denver Zoo,528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),1916-05-15T02:00Z,1916,15 May 1916,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Denver County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82186152,specimen,2701,,Collector(s): Denver Zoo,528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),,,1916,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Denver County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82186367,specimen,2698,,Collector(s): Denver Zoo,528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),,,1916,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Denver County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82186987,specimen,2699,,Collector(s): Denver Zoo,528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),,,1916,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Denver County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82187046,specimen,7745,,Collector(s): Jim Halfpenny; Preparator(s): Maggie Stevens,528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),1988-12-20T01:00Z,1988,20 December 1988,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Jefferson County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82187273,specimen,2881,,"Collector(s): Chas Calar, U. S. Geological Survey",528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),1937-03-11T01:00Z,1937,11 March 1937,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Alamosa County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82192413,specimen,1833,AHB387,Collector(s): Denver Zoo,528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),1917-11-21T01:00Z,1917,21 November 1917,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Denver County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82193654,specimen,1834,AHB385,Collector(s): Denver Zoo,528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),1917-11-17T01:00Z,1917,17 November 1917,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Denver County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82195995,specimen,1574,,Collector(s): Denver Zoo,528,Denver Museum of Nature & Science,"528,201850",DMNS Mammal Collection (Arctos),1914-12-21T01:00Z,1914,21 December 1914,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Denver County,,Colorado,,,,,US,http://www.dmns.org,http://www.dmns.org/science/collections/dmns-zoology-collections,,,,,CC0_1_0
82050692,specimen,10-59191-228,,,136,NatureServe,"136,202657",NatureServe Network Species Occurrence Data,1909-11-15T01:00Z,1909,,"Puma concolor subsp. browni (Merriam, 1903)",Puma concolor browni,Puma concolor couguar,,eastern cougar;eastern puma,552778,622093,,,,,,,,,,,,,,California,,,,,US,http://www.natureserve.org,http://www.natureserve.org/,,,,,CC_BY_NC_4_0
82060469,fossil,12329,,U.C.PARTY,13,Berkeley Natural History Museums,"13,202384",University of California Museum of Paleontology,,,,"Felis californica May, 1896",Felis californica,Puma concolor couguar,,eastern cougar;eastern puma,203557,622093,,,,,,,,,,,,Los Angeles County,,California,,,,,US,http://bnhm.berkeley.edu/,http://ucmpdb.berkeley.edu,,,,,CC0_1_0
82087877,fossil,20057,,U.C.PARTY,13,Berkeley Natural History Museums,"13,202384",University of California Museum of Paleontology,,,,"Felis californica May, 1896",Felis californica,Puma concolor couguar,,eastern cougar;eastern puma,203557,622093,,,,,,,,,,,,Los Angeles County,,California,,,,,US,http://bnhm.berkeley.edu/,http://ucmpdb.berkeley.edu,,,,,CC0_1_0
81815016,specimen,86928,,Collector(s): L. D. Rush,124,Museum of Vertebrate Zoology,"124,202753",MVZ Mammal Collection (Arctos),,,not recorded,"Puma concolor subsp. oregonensis (Rafinesque, 1832)",Puma concolor oregonensis,Puma concolor couguar,,eastern cougar;eastern puma,552789,622093,,,,,,,,,,,,,,Oregon,,,,,US,http://mvz.berkeley.edu,http://mvz.berkeley.edu/Mammal_Collection.html,,,,,CC0_1_0
81883178,specimen,3800,,Collector(s): Noah R. White,179,University of Colorado Museum of Natural History,"179,202810",UCM Mammal Collection (Arctos),1938-12-25T01:00Z,1938,25 December 1938,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Montrose County,,Colorado,,,,,US,http://cumuseum.colorado.edu/,http://cumuseum.colorado.edu/research/vertebrates,,,,,CC0_1_0
81894165,specimen,10732,,Collector(s): C. H. Smith,179,University of Colorado Museum of Natural History,"179,202810",UCM Mammal Collection (Arctos),,,Winter 1906-1907,"Puma concolor subsp. hippolestes (Merriam, 1897)",Puma concolor hippolestes,Puma concolor couguar,,eastern cougar;eastern puma,552784,622093,,,,,,,,,,,,Moffat County,,Colorado,,,,,US,http://cumuseum.colorado.edu/,http://cumuseum.colorado.edu/research/vertebrates,,,,,CC0_1_0
81766625,specimen,7636,,A. Schubert,49,Field Museum,"49,202125",Field Museum of Natural History (Zoology) Mammal Collection,,,,"Puma concolor subsp. missoulensis (Goldman, 1943)",Puma concolor missoulensis,Puma concolor couguar,,eastern cougar;eastern puma,552788,622093,,,,,,,,,,,,,,Montana,,,,,US,http://www.fieldmuseum.org/,http://fieldmuseum.org/explore/department/zoology/mammals/collections,,,,,CC0_1_0
81767749,specimen,15532,20,Ward's Natural Science Establishment,49,Field Museum,"49,202125",Field Museum of Natural History (Zoology) Mammal Collection,,,,"Puma concolor subsp. missoulensis (Goldman, 1943)",Puma concolor missoulensis,Puma concolor couguar,,eastern cougar;eastern puma,552788,622093,,,,,,,,,,,,,,Montana,,,,,US,http://www.fieldmuseum.org/,http://fieldmuseum.org/explore/department/zoology/mammals/collections,,,,,CC0_1_0
81146494,fossil,60853,,"Burgess, Roy And Helen",149,Royal Ontario Museum,"149,202192",Palaeobiology - Vertebrate Fossils Collection - Mammalia - Royal Ontario Museum,1975-01-01T01:00Z,1975,19750000,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Florida,,,,AK,US,http://www.rom.on.ca,,,,,,CC_BY_NC_4_0
81146551,specimen,153181,,Collector(s): unknown; Preparator(s): unknown,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),,,4 oct 2002,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,Power County,,Idaho,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146589,specimen,153430,,Collector(s): unknown; Preparator(s): unknown,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),,,4 oct 2002,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Idaho,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146659,specimen,153403,,Collector(s): unknown; Preparator(s): unknown,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),,,4 oct 2002,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Idaho,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146673,specimen,153018,,Collector(s): unknown; Preparator(s): unknown,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),,,4 oct 2002,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Idaho,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146682,specimen,153400,,Collector(s): unknown; Preparator(s): unknown,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),,,4 oct 2002,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Idaho,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146705,fossil,59446,,,196,University of Kansas Biodiversity Institute,"196,201978",KUBI Vertebrate Paleontology Collection,,,,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,WYANDOTTE,,Kansas,,,,AK,US,http://www.nhm.ku.edu/,http://vertebratepaleontology.biodiversity.ku.edu/collections,,,,,CC_BY_4_0
81146709,specimen,153085,,Collector(s): unknown; Preparator(s): unknown,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),,,4 oct 2002,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Idaho,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146728,specimen,153177,,Collector(s): unknown; Preparator(s): unknown,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),,,4 oct 2002,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Idaho,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146760,specimen,153154,,Collector(s): unknown; Preparator(s): unknown,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),,,4 oct 2002,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Idaho,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146761,specimen,197871,JWL 0544,Collector(s): Idaho Department of Fish and Game,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),1999-12-24T01:00Z,1999,24 Dec 1999,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Idaho,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146762,specimen,153483,,Collector(s): unknown; Preparator(s): unknown,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),,,4 oct 2002,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Idaho,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146763,specimen,153464,,Collector(s): unknown; Preparator(s): unknown,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),,,4 oct 2002,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Idaho,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146764,specimen,153152,,Collector(s): unknown; Preparator(s): unknown,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),,,4 oct 2002,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Idaho,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146765,specimen,153452,,Collector(s): unknown; Preparator(s): unknown,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),,,4 oct 2002,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Nevada,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146767,specimen,153036,,Collector(s): unknown; Preparator(s): unknown,122,Museum of Southwestern Biology,"122,201911",MSB Mammal Collection (Arctos),,,4 oct 2002,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Idaho,,,,AK,US,http://www.msb.unm.edu/herpetology,http://www.msb.unm.edu/mammals,,,,,CC0_1_0
81146768,specimen,3421,,Collector(s): Bryan Denton,179,University of Colorado Museum of Natural History,"179,202810",UCM Mammal Collection (Arctos),1937-03-06T01:00Z,1937,6 March 1937,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,Grand County,,Colorado,,,,AK,US,http://cumuseum.colorado.edu/,http://cumuseum.colorado.edu/research/vertebrates,,,,,CC0_1_0
81146769,unknown,44-736-173,,,136,NatureServe,"136,202657",NatureServe Network Species Occurrence Data,1981-01-01T01:00Z,1981,,"Puma concolor (Linnaeus, 1771)",Puma concolor,Puma concolor,,Cougar;mountain lion;Puma;Puma,552479,552479,,,,,,,,,,,,,,Arizona,,,,AK,US,http://www.natureserve.org,http://www.natureserve.org/,,,,,CC_BY_NC_4_0
